id,time_scrap,nombre,precio,url_articulo,municipio,search_term,filter_reason
1219198437,2026-01-15 13:54:25,Funda iPhone 17 Azul Oscuro - Apple,30 €,https://es.wallapop.com/item/funda-iphone-17-azul-oscuro-apple-1219198437,Madrid,iphone 17,First word excluded: funda
1218745880,2026-01-15 13:54:25,Funda iPhone 17 Pro Max Negra,20 €,https://es.wallapop.com/item/funda-iphone-17-pro-max-negra-1218745880,Madrid,iphone 17,First word excluded: funda
1219176618,2026-01-15 13:54:25,iPhone 17 PRO MAX Sellado,1 €,https://es.wallapop.com/item/iphone-17-pro-max-sellado-1219176618,Madrid,iphone 17,Price too low: 1.0 < 350
1218919788,2026-01-15 13:54:25,Funda iPhone 17 Pro Transparente,10 €,https://es.wallapop.com/item/funda-iphone-17-pro-transparente-1218919788,Madrid,iphone 17,First word excluded: funda
1219052661,2026-01-15 13:54:25,Funda PITAKA Edge iPhone 17 Pro,50 €,https://es.wallapop.com/item/funda-pitaka-edge-iphone-17-pro-1219052661,Madrid,iphone 17,First word excluded: funda
1219138638,2026-01-15 13:54:26,Dos fundas iPhone 17 Pro,4 €,https://es.wallapop.com/item/funda-iphone-17-pro-espejo-need-money-1219138638,Madrid,iphone 17,Price too low: 4.0 < 350
1218735576,2026-01-15 13:54:26,iPhone 17 Pro Max 256GB Azul,1 €,https://es.wallapop.com/item/iphone-17-pro-max-256gb-azul-1218735576,Madrid,iphone 17,Price too low: 1.0 < 350
1218899545,2026-01-15 13:54:26,Funda Apple iPhone 17 Pro Transparente con MagSafe,30 €,https://es.wallapop.com/item/funda-apple-iphone-17-pro-transparente-con-magsafe-1218899545,Madrid,iphone 17,First word excluded: funda
1219209465,2026-01-15 13:54:26,Cargadores Apple iphone .15-16-17. Adaptadores y,40 €,https://es.wallapop.com/item/cargadores-apple-iphone-15-16-17-adaptadores-y-1219209465,Madrid,iphone 17,Price too low: 40.0 < 350
1218808655,2026-01-15 13:54:26,Fundas iPhone 17,10 €,https://es.wallapop.com/item/fundas-iphone-17-1218808655,Madrid,iphone 17,First word excluded: fundas
1218946540,2026-01-15 13:54:26,Funda rosa iPhone 17 Pro Max con lazo,5 €,https://es.wallapop.com/item/funda-rosa-iphone-15-pro-max-con-lazo-1218946540,Madrid,iphone 17,First word excluded: funda
1219261112,2026-01-15 13:54:26,Caja iPhone 17 Pro,10 €,https://es.wallapop.com/item/caja-iphone-17-pro-1219261112,Madrid,iphone 17,Price too low: 10.0 < 350
1219153016,2026-01-15 13:54:26,Funda iPhone 17 Pro Naranja disponible día 22,"8,95 €",https://es.wallapop.com/item/funda-iphone-17-pro-naranja-disponible-dia-22-1219153016,Madrid,iphone 17,First word excluded: funda
1219260801,2026-01-15 13:54:26,Caja iPhone 17 Pro,10 €,https://es.wallapop.com/item/caja-iphone-17-pro-1219260801,Madrid,iphone 17,Price too low: 10.0 < 350
1219198185,2026-01-15 13:54:26,Fundas iPhone 17 Pro Max Silicone Case Apple,30 €,https://es.wallapop.com/item/fundas-iphone-17-pro-max-silicone-case-apple-1219198185,Madrid,iphone 17,First word excluded: fundas
