id,time_scrap,nombre,precio,url_articulo,municipio,search_term,filter_reason
1218734403,2026-01-15 12:46:54,iPhone 11 Pro Max PARA PIEZAS!! Precio negociable,140 €,https://es.wallapop.com/item/iphone-11-pro-max-para-piezas-precio-negociable-1218734403,Madrid,iphone 11,Excluded term found: {'piezas'}
1219158358,2026-01-15 12:46:54,iPhone 11 Batería al 72%,80 €,https://es.wallapop.com/item/iphone-11-bateria-al-72-1219158358,Madrid,iphone 11,Price too low: 80.0 < 100
1218973438,2026-01-15 12:46:54,iPhone 11 Apple,70 €,https://es.wallapop.com/item/iphone-11-apple-1218973438,Madrid,iphone 11,Price too low: 70.0 < 100
1092163125,2026-01-15 12:46:55,"Auriculares con microfono para iPhone 7,8,X,XS,XR,11 Cable Lightning-bluetooth","15,34 €",https://es.wallapop.com/item/auriculares-con-microfono-para-iphone-7-8-x-xs-xr-11-cable-lightning-bluetooth-1092163125,Madrid,iphone 11,First word excluded: auriculares
1218700311,2026-01-15 12:46:55,SOLO HOY IPHONE 11,79 €,https://es.wallapop.com/item/iphone-11-apple-72-capacidad-bateria-1218700311,Madrid,iphone 11,Price too low: 79.0 < 100
1196895208,2026-01-15 12:46:55,intercambio por IPAD O DINERO,0 €,https://es.wallapop.com/item/se-intercambia-iphone-11-por-portatil-1196895208,Madrid,iphone 11,"Missing required tokens: {'iphone', '11'}"
1217399581,2026-01-15 12:46:55,iPhone 11 64GB Blanco,90 €,https://es.wallapop.com/item/iphone-11-64gb-blanco-1217399581,Madrid,iphone 11,Price too low: 90.0 < 100
1199208503,2026-01-15 12:46:55,IPHONE 16 128GB NEGRO MUY BUEN ESTADO CON CAJA,575 €,https://es.wallapop.com/item/iphone-16-128gb-nuevo-negro-1199208503,Madrid,iphone 11,Missing required tokens: {'11'}
1217870987,2026-01-15 12:46:55,iPhone 11 Negro + Cable + Caja,75 €,https://es.wallapop.com/item/iphone-11-negro---cable---caja-1217870987,Madrid,iphone 11,Price too low: 75.0 < 100
1199172767,2026-01-15 12:46:55,iPhone 15 Pro Max 256GB Negro,685 €,https://es.wallapop.com/item/iphone-15-pro-max-256gb-negro-1199172767,Madrid,iphone 11,Missing required tokens: {'11'}
1218653218,2026-01-15 12:46:55,iPhone 11,95 €,https://es.wallapop.com/item/iphone-11-1218653218,Madrid,iphone 11,Price too low: 95.0 < 100
1216435391,2026-01-15 12:46:55,iPhone 11 Apple Negro,70 €,https://es.wallapop.com/item/iphone-11-apple-negro-1216435391,Madrid,iphone 11,Price too low: 70.0 < 100
1116826184,2026-01-15 12:46:55,Cable Lightning Carga + Datos USB 1M para iPhone 7 8 Plus 6 6S PLUS X XR XS Max 11 Pro MAX 5 5S SE,"18,51 €",https://es.wallapop.com/item/cable-lightning-carga---datos-usb-1m-para-iphone-7-8-plus-6-6s-plus-x-xr-xs-max-11-pro-max-5-5s-se-1116826184,Madrid,iphone 11,Price too low: 18.51 < 100
1218569958,2026-01-15 12:46:55,iPhone 11 Blanco 128GB,1 €,https://es.wallapop.com/item/iphone-11-blanco-128gb-1218569958,Madrid,iphone 11,Price too low: 1.0 < 100
1216485035,2026-01-15 12:46:55,iPhone 11 Negro + Funda y Cable,75 €,https://es.wallapop.com/item/iphone-11-negro---funda-y-cable-1216485035,Madrid,iphone 11,Price too low: 75.0 < 100
1199196008,2026-01-15 12:46:55,IPHONE 16 PRO MAX 256GB (92% BATERIA)TITANIO DESIE,849 €,https://es.wallapop.com/item/iphone-16-pro-max-256gb-doradoiphone-16-pro-max-25-1199196008,Madrid,iphone 11,Missing required tokens: {'11'}
1219257947,2026-01-15 12:46:55,iPhone 11 64GB Negro,95 €,https://es.wallapop.com/item/iphone-11-64gb-negro-1219257947,Madrid,iphone 11,Price too low: 95.0 < 100
1216975339,2026-01-15 12:46:55,Iphone 11 Smart Battery Case,20 €,https://es.wallapop.com/item/iphone-11-smart-battery-case-1216975339,Madrid,iphone 11,Price too low: 20.0 < 100
1216753173,2026-01-15 12:46:55,iPhone 11 64 GB Blanco,95 €,https://es.wallapop.com/item/iphone-11-64-gb-blanco-1216753173,Madrid,iphone 11,Price too low: 95.0 < 100
1215370780,2026-01-15 12:46:55,"iPhone 11 negro, precio negociable",90 €,https://es.wallapop.com/item/iphone-11-negro-precio-negociable-1215370780,Madrid,iphone 11,Price too low: 90.0 < 100
1218247226,2026-01-15 12:46:55,iPhone 11 Caja Original Negra,13 €,https://es.wallapop.com/item/iphone-11-negro-caja-original-1218247226,Madrid,iphone 11,Price too low: 13.0 < 100
1217233891,2026-01-15 12:46:55,Pantalla iPhone 11 Cristal Roto Funcional,15 €,https://es.wallapop.com/item/pantalla-iphone-11-cristal-roto-funcional-1217233891,Madrid,iphone 11,First word excluded: pantalla
1217465449,2026-01-15 12:46:55,Fundas iPhone 11 y 14 Pro,10 €,https://es.wallapop.com/item/fundas-iphone-11-y-14-pro-1217465449,Madrid,iphone 11,First word excluded: fundas
1217141885,2026-01-15 12:46:55,iPhone 11 64GB Verde,1 €,https://es.wallapop.com/item/iphone-11-64gb-verde-1217141885,Madrid,iphone 11,Price too low: 1.0 < 100
1217475359,2026-01-15 12:46:55,iPhone 11 128GB Blanco,90 €,https://es.wallapop.com/item/iphone-11-128gb-blanco-1217475359,Madrid,iphone 11,Price too low: 90.0 < 100
1217169450,2026-01-15 12:46:55,Chasis iPhone 11 Rojo Original,25 €,https://es.wallapop.com/item/chasis-iphone-11-rojo-original-1217169450,Madrid,iphone 11,Price too low: 25.0 < 100
1218935642,2026-01-15 12:46:55,iPhone 11 Negro,95 €,https://es.wallapop.com/item/iphone-11-negro-1218935642,Madrid,iphone 11,Price too low: 95.0 < 100
1219081013,2026-01-15 12:46:55,iPhone 11 Pro Max para piezas PRECIO NEGOCIABLE,150 €,https://es.wallapop.com/item/iphone-11-pro-max-para-piezas-precio-negociable-1219081013,Madrid,iphone 11,Excluded term found: {'piezas'}
1218706613,2026-01-15 12:46:56,iPhone 11 Pro Space Gray para piezas,30 €,https://es.wallapop.com/item/iphone-11-pro-space-gray-para-piezas-1218706613,Madrid,iphone 11,Excluded term found: {'piezas'}
1215979038,2026-01-15 12:46:56,iPhone 11 Caja Original Rojo,13 €,https://es.wallapop.com/item/iphone-11-caja-original-rojo-1215979038,Madrid,iphone 11,Price too low: 13.0 < 100
1218765482,2026-01-15 12:46:56,iPhone 11 Azul,1 €,https://es.wallapop.com/item/iphone-11-azul-1218765482,Madrid,iphone 11,Price too low: 1.0 < 100
1218590721,2026-01-15 12:46:56,iPhone 11 Salud batería 78%.,50 €,https://es.wallapop.com/item/iphone-11-salud-bateria-78-1218590721,Madrid,iphone 11,Price too low: 50.0 < 100
1217169704,2026-01-15 12:46:56,Lector SIM iPhone 11,5 €,https://es.wallapop.com/item/lector-sim-iphone-11-1217169704,Madrid,iphone 11,Price too low: 5.0 < 100
1216848304,2026-01-15 12:46:56,Carcasa Quad Lock iPhone 11,15 €,https://es.wallapop.com/item/carcasa-quad-lock-iphone-11-1216848304,Madrid,iphone 11,First word excluded: carcasa
1219145451,2026-01-15 12:46:56,iPhone XS Special Rose,"79,80 €",https://es.wallapop.com/item/iphone-xs-special-rose-1219145451,Madrid,iphone 11,Missing required tokens: {'11'}
1219111752,2026-01-15 12:46:56,iPhone 8 Plus Dorado,110 €,https://es.wallapop.com/item/iphone-8-plus-dorado-1219111752,Madrid,iphone 11,Missing required tokens: {'11'}
1219122039,2026-01-15 12:46:56,4 Fundas iPhone 11,10 €,https://es.wallapop.com/item/4-fundas-iphone-11-1219122039,Madrid,iphone 11,First char is digit: 4
1217703816,2026-01-15 12:46:56,Pantalla iPhone 11 Pro,50 €,https://es.wallapop.com/item/pantalla-iphone-11-pro-1217703816,Madrid,iphone 11,First word excluded: pantalla
1218766503,2026-01-15 12:46:56,iPhone 8 64GB Oro Rosa,50 €,https://es.wallapop.com/item/iphone-8-64gb-oro-rosa-1218766503,Madrid,iphone 11,Missing required tokens: {'11'}
1217003286,2026-01-15 12:46:56,iPhone 11 para piezas,40 €,https://es.wallapop.com/item/iphone-11-para-piezas-1217003286,Madrid,iphone 11,Excluded term found: {'piezas'}
1218018295,2026-01-15 12:46:56,iPhone 11 repuestos,40 €,https://es.wallapop.com/item/iphone-11-repuestos-1218018295,Madrid,iphone 11,Excluded term found: {'repuestos'}
1217179709,2026-01-15 12:46:56,Piezas iPhone 11 Apple,15 €,https://es.wallapop.com/item/piezas-iphone-11-apple-1217179709,Madrid,iphone 11,Excluded term found: {'piezas'}
1217352472,2026-01-15 12:46:56,iPhone XR 64GB Iphone 11pro 256gb,0 €,https://es.wallapop.com/item/iphone-xr-64gb-iphone-11pro-256gb-1217352472,Madrid,iphone 11,Price too low: 0.0 < 100
1215888227,2026-01-15 12:46:56,Fundas iPhone 11,"1,50 €",https://es.wallapop.com/item/fundas-iphone-11-1215888227,Madrid,iphone 11,First word excluded: fundas
