id,time_scrap,nombre,precio,url_articulo,municipio,search_term,filter_reason
1219355883,2026-01-16 10:36:00,Funda iPhone 17 Pro Max Morada,"12,99 €",https://es.wallapop.com/item/funda-iphone-17-pro-max-morada-1219355883,Madrid,iphone 17,First word excluded: funda
1219590403,2026-01-16 10:36:00,Funda iphone 17 Azul,"3,50 €",https://es.wallapop.com/item/funda-iphone-17-azul-1219590403,Madrid,iphone 17,First word excluded: funda
1218899545,2026-01-16 10:36:00,Funda Apple iPhone 17 Pro Transparente con MagSafe,30 €,https://es.wallapop.com/item/funda-apple-iphone-17-pro-transparente-con-magsafe-1218899545,Madrid,iphone 17,First word excluded: funda
1219315669,2026-01-16 10:36:01,Fundas iPhone 17 Pro Max,20 €,https://es.wallapop.com/item/fundas-iphone-17-pro-max-1219315669,Madrid,iphone 17,First word excluded: fundas
1218745880,2026-01-16 10:36:01,Funda iPhone 17 Pro Max Negra,20 €,https://es.wallapop.com/item/funda-iphone-17-pro-max-negra-1218745880,Madrid,iphone 17,First word excluded: funda
1219595058,2026-01-16 10:36:01,Cargador Apple iPhone .15-16-17. Magnetico+cable+,33 €,https://es.wallapop.com/item/cargador-apple-iphone-15-16-17-magnetico-cable-1219595058,Madrid,iphone 17,Price too low: 33.0 < 350
1218918406,2026-01-16 10:36:01,Funda Otterbox Symmetry+ iPhone 17 Pro MagSafe,25 €,https://es.wallapop.com/item/funda-otterbox-symmetry--iphone-17-pro-magsafe-1218918406,Madrid,iphone 17,First word excluded: funda
1218919788,2026-01-16 10:36:01,Funda iPhone 17 Pro Transparente,10 €,https://es.wallapop.com/item/funda-iphone-17-pro-transparente-1218919788,Madrid,iphone 17,First word excluded: funda
1219198185,2026-01-16 10:36:01,Fundas iPhone 17 Pro Max Silicone Case Apple,30 €,https://es.wallapop.com/item/fundas-iphone-17-pro-max-silicone-case-apple-1219198185,Madrid,iphone 17,First word excluded: fundas
1219153016,2026-01-16 10:36:01,Funda iPhone 17 Pro Naranja disponible día 22,"8,95 €",https://es.wallapop.com/item/funda-iphone-17-pro-naranja-disponible-dia-22-1219153016,Madrid,iphone 17,First word excluded: funda
1218808655,2026-01-16 10:36:01,Fundas iPhone 17,10 €,https://es.wallapop.com/item/fundas-iphone-17-1218808655,Madrid,iphone 17,First word excluded: fundas
1219138638,2026-01-16 10:36:01,Dos fundas iPhone 17 Pro,4 €,https://es.wallapop.com/item/funda-iphone-17-pro-espejo-need-money-1219138638,Madrid,iphone 17,Price too low: 4.0 < 350
1219261112,2026-01-16 10:36:01,Caja iPhone 17 Pro,10 €,https://es.wallapop.com/item/caja-iphone-17-pro-1219261112,Madrid,iphone 17,Price too low: 10.0 < 350
1219347975,2026-01-16 10:36:01,Funda iPhone 17 Pro Dorada Rosa,8 €,https://es.wallapop.com/item/funda-iphone-17-pro-dorada-rosa-1219347975,Madrid,iphone 17,First word excluded: funda
1218936916,2026-01-16 10:36:02,Funda iPhone 17 Pro Max Diseño Vaca,10 €,https://es.wallapop.com/item/funda-iphone-15-pro-max-diseno-vaca-1218936916,Madrid,iphone 17,First word excluded: funda
1219152633,2026-01-16 10:36:02,Funda iPhone 17 Pro Rosa o naranja nuevas,"7,95 €",https://es.wallapop.com/item/funda-iphone-17-pro-rosa-o-naranja-nuevas-1219152633,Madrid,iphone 17,First word excluded: funda
1218563373,2026-01-16 10:36:02,Funda Cixi para iPhone 17 Air,3 €,https://es.wallapop.com/item/funda-cixi-para-iphone-17-air-1218563373,Madrid,iphone 17,First word excluded: funda
1219198437,2026-01-16 10:36:02,Funda iPhone 17 Azul Oscuro - Apple,30 €,https://es.wallapop.com/item/funda-iphone-17-azul-oscuro-apple-1219198437,Madrid,iphone 17,First word excluded: funda
1219176618,2026-01-16 10:36:02,iPhone 17 PRO MAX Sellado,1 €,https://es.wallapop.com/item/iphone-17-pro-max-sellado-1219176618,Madrid,iphone 17,Price too low: 1.0 < 350
1219136947,2026-01-16 10:36:02,Funda iPhone 17 Pro Max MagSafe,25 €,https://es.wallapop.com/item/funda-iphone-17-pro-max-magsafe-1219136947,Madrid,iphone 17,First word excluded: funda
1218946540,2026-01-16 10:36:02,Funda rosa iPhone 17 Pro Max con lazo,5 €,https://es.wallapop.com/item/funda-rosa-iphone-15-pro-max-con-lazo-1218946540,Madrid,iphone 17,First word excluded: funda
1218760310,2026-01-16 10:36:02,iPhone 17 Pro Max 256GB O cambio por ORO 18k,1300 €,https://es.wallapop.com/item/iphone-17-pro-max-256gb-o-cambio-por-oro-18k-1218760310,Madrid,iphone 17,Excluded term found: {'cambio'}
1218561556,2026-01-16 10:36:02,Funda iPhone 17 MagSafe Transparente,10 €,https://es.wallapop.com/item/funda-iphone-17-magsafe-transparente-1218561556,Madrid,iphone 17,First word excluded: funda
1219526041,2026-01-16 10:36:02,Cable iPhone Usb C Trenzado Original,10 €,https://es.wallapop.com/item/cable-iphone-usb-c-trenzado-original-1219526041,Madrid,iphone 17,Missing required tokens: {'17'}
1219209465,2026-01-16 10:36:02,Cargadores Apple iphone .15-16-17. Adaptadores y,40 €,https://es.wallapop.com/item/cargadores-apple-iphone-15-16-17-adaptadores-y-1219209465,Madrid,iphone 17,Price too low: 40.0 < 350
1219452532,2026-01-16 10:36:02,Funda iPhone 17 Leopardo,7 €,https://es.wallapop.com/item/funda-iphone-17-leopardo-1219452532,Madrid,iphone 17,First word excluded: funda
