id,time_scrap,nombre,precio,url_articulo,municipio,search_term
1217504446,2026-01-15 12:46:54,iPhone 11 128GB,100 €,https://es.wallapop.com/item/iphone-11-128gb-1217504446,Madrid,iphone 11
1219265906,2026-01-15 12:46:54,iPhone 11 Morado 128GB,149 €,https://es.wallapop.com/item/iphone-11-morado-128gb-1219265906,Madrid,iphone 11
1219127961,2026-01-15 12:46:54,iPhone 11,125 €,https://es.wallapop.com/item/iphone-11-1219127961,Madrid,iphone 11
1218592024,2026-01-15 12:46:54,iPhone 11 64GB Negro,110 €,https://es.wallapop.com/item/iphone-11-64gb-negro-1218592024,Madrid,iphone 11
1218989195,2026-01-15 12:46:54,iPhone 11 128GB Rojo + 2 Fundas,135 €,https://es.wallapop.com/item/iphone-11-128gb-rojo---2-fundas-1218989195,Madrid,iphone 11
1215746377,2026-01-15 12:46:54,"iPhone 11 buen estado, 75% batería",170 €,https://es.wallapop.com/item/iphone-11-buen-estado-75-bateria-1215746377,Madrid,iphone 11
1218313354,2026-01-15 12:46:54,iPhone 11 128GB,130 €,https://es.wallapop.com/item/iphone-11-128gb-1218313354,Madrid,iphone 11
1218648860,2026-01-15 12:46:54,iPhone 11 64GB Rojo + Funda Transparente,110 €,https://es.wallapop.com/item/iphone-11-64gb-rojo---funda-transparente-1218648860,Madrid,iphone 11
1218857896,2026-01-15 12:46:54,iPhone 11 64GB Negro,135 €,https://es.wallapop.com/item/iphone-11-64gb-negro-1218857896,Madrid,iphone 11
1218857248,2026-01-15 12:46:54,iPhone 11 Apple,120 €,https://es.wallapop.com/item/iphone-11-apple-1218857248,Madrid,iphone 11
1218665687,2026-01-15 12:46:55,iPhone 11 malva 128gb,150 €,https://es.wallapop.com/item/iphone-11-malva-128gb-1218665687,Madrid,iphone 11
1216985690,2026-01-15 12:46:55,iPhone 11 64GB,134 €,https://es.wallapop.com/item/iphone-11-128gb-1216985690,Madrid,iphone 11
1217023912,2026-01-15 12:46:55,iPhone 11 Negro,100 €,https://es.wallapop.com/item/iphone-11-negro-1217023912,Madrid,iphone 11
